brand,series,model,ad_title,year,mileage,color,price,ad_date,city,district,url
BMW,5 Serisi,520d Premium,MASRAFSIZ E60 520d 177HP/İÇ DIŞ LCI/KOLTUK ISTMA/OPSİY­ONEL/195KM,2008,195000,Füme,750000.0,22 Mayıs 2023,İstanbul,Başakşehir,/ilan/vasita-otomobil-bmw-masrafsiz-e60-520d-177hp-ic-dis-lci-koltuk-istma-opsiyonel-195km-1081153253/detay
BMW,5 Serisi,520d Premium,Bmw 5.20d LCI Premium Hatasız Tramersiz Değişensiz,2008,294000,Siyah,750000.0,24 Mayıs 2023,İstanbul,Kartal,/ilan/vasita-otomobil-bmw-bmw-5.20d-lci-premium-hatasiz-tramersiz-degisensiz-1094520484/detay
BMW,3 Serisi,320d M Sport,LCİ-SUNROOF-STYLE 193-M BODY,2009,279000,Siyah,750000.0,18 Mayıs 2023,İzmir,Karabağlar,/ilan/vasita-otomobil-bmw-lci-sunroof-style-193-m-body-1100164917/detay
BMW,5 Serisi,520d Premium,HATASIZ İÇ DIŞ LCİ 163LÜK (108 Favoriye özel son günler),2007,360000,Siyah,750000.0,21 Mayıs 2023,Ankara,Yenimahalle,/ilan/vasita-otomobil-bmw-hatasiz-ic-dis-lci-163luk-108-favoriye-ozel-son-gunler-1100850682/detay
BMW,1 Serisi,116i Joy Edition,SERVİS BAKIMLI TERTEMİZ,2012,205000,Beyaz,750000.0,25 Mayıs 2023,İstanbul,Bağcılar,/ilan/vasita-otomobil-bmw-servis-bakimli-tertemiz-1089630976/detay
BMW,3 Serisi,320d Edition Comfort,BORUSAN ÇIKIŞLI 2011 3.20d 184HP LCİ SUNROOF BARDAKLIK EMSALSİZ!,2011,255000,Siyah,755000.0,20 Mayıs 2023,Ankara,Keçiören,/ilan/vasita-otomobil-bmw-borusan-cikisli-2011-3.20d-184hp-lci-sunroof-bardaklik-emsalsiz-1100496183/detay
BMW,1 Serisi,116d ED EfficientDynamics,HATASIZ | BOYASIZ | DEĞİŞENSİZ | SUNROOF - HAYALET - 101.000 Km,2012,101000,Beyaz,758000.0,25 Mayıs 2023,Osmaniye,Merkez,/ilan/vasita-otomobil-bmw-hatasiz-boyasiz-degisensiz-sunroof-hayalet-101.000-km-1101700503/detay
BMW,3 Serisi,320d Edition Comfort,orijinal 3.20 dizel Sunroof+Katl­anır+Nbt+Lci hepsi bir arada...!,2012,300000,Siyah,758000.0,20 Mayıs 2023,Aydın,Didim,/ilan/vasita-otomobil-bmw-orijinal-3.20-dizel-sunroof-pluskatlanir-plusnbt-pluslci-hepsi-bir-arada-1100665536/detay
BMW,5 Serisi,520d M Sport,HATASIZ 2 PARÇA BOYALI M SPORT/ISITMA/BARDA­KLIK/M.PERDE/NBT/,2007,288000,Füme,760000.0,19 Mayıs 2023,Ankara,Altındağ,/ilan/vasita-otomobil-bmw-hatasiz-2-parca-boyali-m-sport-isitma-bardaklik-m.perde-nbt-1100417837/detay
BMW,5 Serisi,520d Premium,KUSURSUZ-İÇ DIŞ LCİ-SUNROOF-MERCEK-I­SITMA-PERDE-JOYSTİC,2010,299000,Siyah,760000.0,19 Mayıs 2023,Ankara,Çankaya,/ilan/vasita-otomobil-bmw-kusursuz-ic-dis-lci-sunroof-mercek-isitma-perde-joystic-1100423235/detay
BMW,1 Serisi,116d ED EfficientDynamics,BMW 116d ed Sunroof-Angel-Deri Koltuk-Yarı Hayalet 128000km,2012,129500,Kırmızı,765000.0,19 Mayıs 2023,Ankara,Çankaya,/ilan/vasita-otomobil-bmw-bmw-116d-ed-sunroof-angel-deri-koltuk-yari-hayalet-128000km-1093338911/detay
BMW,1 Serisi,116i Sport Line,İLK SAHİBİ DOKTORDAN ORİJİNAL 105 BİN KM 2012 BMW 116İ SPORTLİNE,2012,105098,Kırmızı,765000.0,20 Mayıs 2023,İzmir,Karşıyaka,/ilan/vasita-otomobil-bmw-ilk-sahibi-doktordan-orijinal-105-bin-km-2012-bmw-116i-sportline-1100570623/detay
BMW,5 Serisi,520d Premium,Nadir Kalanlardan.. Masrafsız.. Tertemiz.. Sunrooflu,2009,240000,Füme,765000.0,18 Mayıs 2023,İstanbul,Üsküdar,/ilan/vasita-otomobil-bmw-nadir-kalanlardan-masrafsiz-tertemiz-sunrooflu-1092705754/detay
BMW,3 Serisi,320i,BOL EXTRALI M GÖRÜNÜM FULL+FULL,2009,180000,Füme,766000.0,20 Mayıs 2023,Afyonkarahisar,Merkez,/ilan/vasita-otomobil-bmw-bol-extrali-m-gorunum-full-plusfull-1100497948/detay
BMW,3 Serisi,320d Premium,SAHİBİNDEN HATASIZ BMW 320 d LANSMAN RENK,2010,295000,Füme,770000.0,23 Mayıs 2023,Konya,Kulu,/ilan/vasita-otomobil-bmw-sahibinden-hatasiz-bmw-320-d-lansman-renk-1101322491/detay
BMW,5 Serisi,520d Premium,MEMURDAN TEMİZ AİLE ARABASI 5.20 D M60 PREMIUM,2008,290000,Siyah,770000.0,24 Mayıs 2023,Bayburt,Merkez,/ilan/vasita-otomobil-bmw-memurdan-temiz-aile-arabasi-5.20-d-m60-premium-1101398864/detay
BMW,1 Serisi,116i M Sport,HATASIZ LANSMAN RENGİ M SPORT,2012,195000,Lacivert,775000.0,19 Mayıs 2023,Ankara,Mamak,/ilan/vasita-otomobil-bmw-hatasiz-lansman-rengi-m-sport-1038106081/detay
BMW,5 Serisi,520d Comfort,Sahininden masrafsız bakımlı,2010,288000,Beyaz,775000.0,21 Mayıs 2023,Kayseri,Melikgazi,/ilan/vasita-otomobil-bmw-sahininden-masrafsiz-bakimli-1100770259/detay
BMW,3 Serisi,320d Comfort,Sahibinden yarım parça lokal boyalı düşük km,2012,195000,Beyaz,775000.0,18 Mayıs 2023,İzmir,Bornova,/ilan/vasita-otomobil-bmw-sahibinden-yarim-parca-lokal-boyali-dusuk-km-1100103798/detay
BMW,3 Serisi,316i Comfort,"Navigasyonlu NBT Ekran,Özel Seri, Düşük Km",2011,152000,Siyah,780000.0,25 Mayıs 2023,İstanbul,Gaziosmanpaşa,"/ilan/vasita-otomobil-bmw-navigasyonlu-nbt-ekran,ozel-seri-dusuk-km-1101237805/detay"
BMW,3 Serisi,316i Standart,2011 3.16i OTOMATİK-OR­JİNAL-99285 KM,2011,99285,Siyah,780000.0,22 Mayıs 2023,Sakarya,Serdivan,/ilan/vasita-otomobil-bmw-2011-3.16i-otomatik-orjinal-99285-km-1092728598/detay
BMW,5 Serisi,520d M Sport,"Borusan çıkışlı ""ORJİNAL M SPORT"" Recaro,Nbt,­M.perde,M5 Jant",2009,342000,Siyah,780000.0,19 Mayıs 2023,Ankara,Mamak,"/ilan/vasita-otomobil-bmw-borusan-cikisli-orjinal-m-sport-recaro,nbt,m.perde,m5-jant-1100423648/detay"
BMW,1 Serisi,116d Joy Plus,*FIRSAT ARACI DÜŞÜK KM*2015 BMW 116 D*,2015,170000,Beyaz,782000.0,23 Mayıs 2023,Adana,Seyhan,/ilan/vasita-otomobil-bmw-firsat-araci-dusuk-km-2015-bmw-116-d-1101306296/detay
BMW,5 Serisi,520d M Sport,2009 MODEL İÇİ TABA KUSURSUZ EMSALSİZ,2009,255000,Füme,785000.0,22 Mayıs 2023,Ankara,Etimesgut,/ilan/vasita-otomobil-bmw-2009-model-ici-taba-kusursuz-emsalsiz-1100873344/detay
BMW,3 Serisi,320i Premium,BOYASIZ DEĞİŞENSİZ TRAMERSİZ,2008,135500,Siyah,785000.0,18 Mayıs 2023,İstanbul,Ümraniye,/ilan/vasita-otomobil-bmw-boyasiz-degisensiz-tramersiz-1093304828/detay
BMW,1 Serisi,116i Comfort,125.000 KM de TEMİZ araç,2014,125000,Beyaz,787000.0,24 Mayıs 2023,Balıkesir,Karesi,/ilan/vasita-otomobil-bmw-125.000-km-de-temiz-arac-1101526218/detay
BMW,7 Serisi,730i Long Standart,"DEĞİŞENSİZ , KAYITSIZ ,",2004,279562,Siyah,789500.0,23 Mayıs 2023,Ankara,Keçiören,/ilan/vasita-otomobil-bmw-degisensiz-kayitsiz-1093969482/detay
BMW,3 Serisi,316i Techno Plus,"SEÇİM ÖNCESİ ,ACİL SATILIK. 178.000 KM ÇOK TEMİZ,TAKAS YOK",2013,175000,Beyaz,790000.0,25 Mayıs 2023,Konya,Meram,"/ilan/vasita-otomobil-bmw-secim-oncesi-acil-satilik-178.000-km-cok-temiz,takas-yok-1088051013/detay"
BMW,1 Serisi,116d ED EfficientDynamics,İlk Sahibinden - BMW 116d Sunrooflu Midnight Blue,2014,127000,Mavi,795000.0,25 Mayıs 2023,İstanbul,Bahçelievler,/ilan/vasita-otomobil-bmw-ilk-sahibinden-bmw-116d-sunrooflu-midnight-blue-1101634762/detay
BMW,1 Serisi,116i Urban Line,Boyasız değişensiz temiz istiyene,2012,165000,Siyah,795000.0,24 Mayıs 2023,İstanbul,Silivri,/ilan/vasita-otomobil-bmw-boyasiz-degisensiz-temiz-istiyene-1094618998/detay
BMW,5 Serisi,520d M Sport,SAHİBİNDEN KOMPLE BAKIMLI EMSALSİZ DÜŞÜK KM LCİ,2009,263000,Siyah,795000.0,21 Mayıs 2023,Bursa,Yıldırım,/ilan/vasita-otomobil-bmw-sahibinden-komple-bakimli-emsalsiz-dusuk-km-lci-1085374351/detay
BMW,1 Serisi,116i Standart,SAHİBİNDEN HASARSIZ BOYASIZ DÜŞÜK KM 1.16i STANDART,2013,85000,Siyah,795000.0,19 Mayıs 2023,Mersin,Tarsus,/ilan/vasita-otomobil-bmw-sahibinden-hasarsiz-boyasiz-dusuk-km-1.16i-standart-1100299620/detay
BMW,3 Serisi,320d M Sport,SAHİBİNDEN TEMİZ M SPORT,2012,267250,Gümüş Gri,795000.0,25 Mayıs 2023,Antalya,Muratpaşa,/ilan/vasita-otomobil-bmw-sahibinden-temiz-m-sport-1094878251/detay
BMW,3 Serisi,320d M Sport,3.SAHİBİNDEN...­HATASIZ...BOYASI­Z...SERVİS...BA­KIMLI...EXTRALI,2011,230000,Beyaz,797500.0,25 Mayıs 2023,Kırıkkale,Merkez,/ilan/vasita-otomobil-bmw-3.sahibinden...hatasiz...boyasiz...servis...bakimli...extrali-1101573649/detay
BMW,3 Serisi,320d Edition Comfort,SAHİBİNDEN DEĞİŞENSİZ 320D,2011,256000,Siyah,799000.0,25 Mayıs 2023,İstanbul,Maltepe,/ilan/vasita-otomobil-bmw-sahibinden-degisensiz-320d-1101726775/detay
BMW,7 Serisi,735i Long,"Alanya'da elden senet ile BMW7,35i long",2003,410000,Gri,799999.0,20 Mayıs 2023,Antalya,Alanya,"/ilan/vasita-otomobil-bmw-alanya-da-elden-senet-ile-bmw7,35i-long-1100581576/detay"
BMW,5 Serisi,520d Premium,DEĞİŞENSİZ 2010 PREMİUM İLK GELEN ALIR,2010,313000,Siyah,800000.0,22 Mayıs 2023,Ankara,Sincan,/ilan/vasita-otomobil-bmw-degisensiz-2010-premium-ilk-gelen-alir-1101014162/detay
BMW,3 Serisi,330i M Sport,SAHİBİNDEN DÜŞÜK KM - TAKAS UYGUN,2006,120100,Siyah,800000.0,18 Mayıs 2023,İstanbul,Kadıköy,/ilan/vasita-otomobil-bmw-sahibinden-dusuk-km-takas-uygun-1093491203/detay
BMW,5 Serisi,520d M Sport,EMSALSİZ TEMİZLİKTE M-SPORT,2010,272000,Siyah,805000.0,20 Mayıs 2023,Balıkesir,Karesi,/ilan/vasita-otomobil-bmw-emsalsiz-temizlikte-m-sport-1100466117/detay
BMW,3 Serisi,320d Comfort,HATASIZ 1 PARÇA BOYALI DEĞİŞENSİZ BAKIMLI 184 HP IŞIK PAKET,2011,239000,Beyaz,805000.0,19 Mayıs 2023,Kahramanmaraş,Onikişubat,/ilan/vasita-otomobil-bmw-hatasiz-1-parca-boyali-degisensiz-bakimli-184-hp-isik-paket-1100293844/detay
BMW,1 Serisi,116i Sport Line,Sahibinden AİLE ARACI TEMİZ KULLANILMIŞ FULL ORiJİNAL. BOYA YOK,2012,135500,Siyah,815000.0,21 Mayıs 2023,Bursa,Osmangazi,/ilan/vasita-otomobil-bmw-sahibinden-aile-araci-temiz-kullanilmis-full-orijinal-boya-yok-1100715345/detay
BMW,3 Serisi,320d Standart,2.SAHİBİNDEN HATASIZ,2011,251000,Beyaz,815000.0,19 Mayıs 2023,İzmir,Gaziemir,/ilan/vasita-otomobil-bmw-2.sahibinden-hatasiz-1100386474/detay
BMW,5 Serisi,530 xDrive Standart,2008 MODEL 5.30D X DRİVE LCİ JOYSTİCK FABRİKASYON M SPORT,2008,324800,Siyah,815000.0,18 Mayıs 2023,Muğla,Menteşe,/ilan/vasita-otomobil-bmw-2008-model-5.30d-x-drive-lci-joystick-fabrikasyon-m-sport-1100221735/detay
BMW,1 Serisi,116i Comfort,Sahibinden 84.000KM de Tertemiz,2014,84000,Siyah,815000.0,22 Mayıs 2023,İstanbul,Kadıköy,/ilan/vasita-otomobil-bmw-sahibinden-84.000km-de-tertemiz-1100997165/detay
BMW,5 Serisi,520d M Sport,TİEFFESE BLAU VAKUM+ PERDE E.DİREKSİYON+H.SA­BİTLEME+K.ISITMA VS,2008,259000,Lacivert,817500.0,24 Mayıs 2023,İstanbul,Ümraniye,/ilan/vasita-otomobil-bmw-tieffese-blau-vakum-plus-perde-e.direksiyon-plush.sabitleme-plusk.isitma-vs-1101532022/detay
BMW,5 Serisi,520d Standart,520D 163LÜK 1 BUÇUK BOYA DEĞİŞENSİZ TERTEMİZ BAKIMLI,2006,292000,Siyah,819000.0,20 Mayıs 2023,Erzurum,Yakutiye,/ilan/vasita-otomobil-bmw-520d-163luk-1-bucuk-boya-degisensiz-tertemiz-bakimli-1100507194/detay
BMW,i Serisi,i3,Ruhsat Sahibinden 29300km-SEÇİME KADAR SON FİYATTIR,2014,29300,Füme,819999.0,19 Mayıs 2023,İzmir,Güzelbahçe,/ilan/vasita-otomobil-bmw-ruhsat-sahibinden-29300km-secime-kadar-son-fiyattir-1093989591/detay
BMW,1 Serisi,116i Comfort,HATASIZ/BOYASI­Z/SUNROOF/IŞIK PAKET,2012,115500,Siyah,820000.0,24 Mayıs 2023,İstanbul,Ümraniye,/ilan/vasita-otomobil-bmw-hatasiz-boyasiz-sunroof-isik-paket-1101537106/detay
BMW,1 Serisi,116i Sport Line,HATASIZ BOYASIZ TRAMERSİZ OTOMATİK SPORTLİNE BMW 1.16İ,2012,158000,Beyaz,825000.0,23 Mayıs 2023,Tokat,Merkez,/ilan/vasita-otomobil-bmw-hatasiz-boyasiz-tramersiz-otomatik-sportline-bmw-1.16i-1101196309/detay
BMW,7 Serisi,730d Standart,Asalet abidesi BMW özel plakalı 730,2007,375000,Siyah,825000.0,19 Mayıs 2023,Ordu,Fatsa,/ilan/vasita-otomobil-bmw-asalet-abidesi-bmw-ozel-plakali-730-1100237567/detay
BMW,1 Serisi,116i Urban Line,İLK SAHİBİNDEN - KAZASIZ - BOYASIZ - SUNROOF - LED - DERİ KUMAŞ,2012,115000,Lacivert,825000.0,19 Mayıs 2023,İstanbul,Beşiktaş,/ilan/vasita-otomobil-bmw-ilk-sahibinden-kazasiz-boyasiz-sunroof-led-deri-kumas-1100345928/detay
BMW,3 Serisi,320d M Sport,"Değişensiz,Sıfır Sandık Motor,İçi Kırmızı,Orjinal M Sport",2009,295000,Beyaz,830000.0,24 Mayıs 2023,İzmir,Konak,"/ilan/vasita-otomobil-bmw-degisensiz,sifir-sandik-motor,ici-kirmizi,orjinal-m-sport-1101289099/detay"
BMW,1 Serisi,116d Joy,Sahibinden 116d Joy / Otomatik Dizel,2016,130000,Beyaz,830000.0,18 Mayıs 2023,İstanbul,Ataşehir,/ilan/vasita-otomobil-bmw-sahibinden-116d-joy-otomatik-dizel-1093785490/detay
BMW,1 Serisi,116i Sport Line,2013 BMW 1.16i SPORT LİNE 153BİN DE SUNROOFLU FULL+FULL BAKIMLI,2013,153000,Siyah,830000.0,18 Mayıs 2023,İstanbul,Beşiktaş,/ilan/vasita-otomobil-bmw-2013-bmw-1.16i-sport-line-153bin-de-sunrooflu-full-plusfull-bakimli-1100148666/detay
BMW,3 Serisi,320d M Sport,2012 CIC EKRAN PARCA BOYALI 184LUK HERSEYIYLE SIFIR,2012,240000,Siyah,835000.0,21 Mayıs 2023,Bursa,Nilüfer,/ilan/vasita-otomobil-bmw-2012-cic-ekran-parca-boyali-184luk-herseyiyle-sifir-1100812658/detay
BMW,3 Serisi,320d M Sport,SAHİBİNDEN HATASIZ AYARINDA 3.20D M SPORT,2008,310000,Beyaz,835000.0,20 Mayıs 2023,Antalya,Kepez,/ilan/vasita-otomobil-bmw-sahibinden-hatasiz-ayarinda-3.20d-m-sport-1100650608/detay
BMW,1 Serisi,116d ED EfficientDynamics,EMSALSİZ İÇ DIŞ M DÜŞÜK KM,2012,137000,Siyah,835000.0,24 Mayıs 2023,İstanbul,Eyüpsultan,/ilan/vasita-otomobil-bmw-emsalsiz-ic-dis-m-dusuk-km-1101541368/detay
BMW,5 Serisi,520d Premium,ORJİNAL DEGİŞENSİZ CAM GİBİ BMV 520 JOİSTİK+MAKAM+İÇİ BEJ,2010,252000,Siyah,837500.0,20 Mayıs 2023,Konya,Meram,/ilan/vasita-otomobil-bmw-orjinal-degisensiz-cam-gibi-bmv-520-joistik-plusmakam-plusici-bej-1100567566/detay
BMW,3 Serisi,325Ci,Sarı boncuk swap motor yüreyen kondisyon hatasız,2001,280000,Sarı,845000.0,18 Mayıs 2023,Konya,Karatay,/ilan/vasita-otomobil-bmw-sari-boncuk-swap-motor-yureyen-kondisyon-hatasiz-1100173898/detay
BMW,5 Serisi,520d M Sport,HATASIZ BOYASIZ BLACKMAMBA 270 BİN KM DIŞ MSPORT,2009,270000,Siyah,847500.0,23 Mayıs 2023,Niğde,Merkez,/ilan/vasita-otomobil-bmw-hatasiz-boyasiz-blackmamba-270-bin-km-dis-msport-1101240078/detay
BMW,1 Serisi,116i Standart,SAHİBİNDEN HATASIZ 79 BİNDE. FULL BAKIMLI,2012,79000,Lacivert,849000.0,18 Mayıs 2023,Samsun,Bafra,/ilan/vasita-otomobil-bmw-sahibinden-hatasiz-79-binde-full-bakimli-1100087586/detay
BMW,1 Serisi,116i Comfort,DEĞİŞEN-BOYA YOK IŞIK PAKET 2015. ÇIKIŞLI,2014,100000,Beyaz,850000.0,25 Mayıs 2023,İstanbul,Sultangazi,/ilan/vasita-otomobil-bmw-degisen-boya-yok-isik-paket-2015-cikisli-1094986401/detay
BMW,3 Serisi,320d M Sport,''FABRİKADAN DAHA DOLUSU ÇIKMADI''CİC+CRUZE KONTR+RECARO+EKSTRLI,2012,230000,Beyaz,850000.0,23 Mayıs 2023,Kırklareli,Lüleburgaz,/ilan/vasita-otomobil-bmw-fabrikadan-daha-dolusu-cikmadi-cic-pluscruze-kontr-plusrecaro-plusekstrli-1101104797/detay
BMW,1 Serisi,116i Comfort,TERTEMİZ BMW 1.16İ OTOMATİK - F20 JOYSTİCK + SUNRF + M JANT,2014,180000,Beyaz,850000.0,20 Mayıs 2023,Antalya,Muratpaşa,/ilan/vasita-otomobil-bmw-tertemiz-bmw-1.16i-otomatik-f20-joystick-plus-sunrf-plus-m-jant-1100468666/detay
BMW,5 Serisi,520d M Sport,TR'NİN EN DOLUSU M GÖRÜNÜM NBT RECARO EMSALSİZ SORUNSUZ,2006,370000,Füme,852000.0,19 Mayıs 2023,İstanbul,Bayrampaşa,/ilan/vasita-otomobil-bmw-tr-nin-en-dolusu-m-gorunum-nbt-recaro-emsalsiz-sorunsuz-1100395413/detay
BMW,3 Serisi,320d M Sport,19inç jant F1 VİTES COBRA VİTES MERCEKLİ FAR FUL YAPILI m3,2013,265000,Beyaz,852500.0,23 Mayıs 2023,Konya,Selçuklu,/ilan/vasita-otomobil-bmw-19inc-jant-f1-vites-cobra-vites-mercekli-far-ful-yapili-m3-1087874110/detay
BMW,3 Serisi,320d Comfort,Emsallerinin Altında BMW 320d,2012,268000,Siyah,852500.0,18 Mayıs 2023,İstanbul,Zeytinburnu,/ilan/vasita-otomobil-bmw-emsallerinin-altinda-bmw-320d-1100192338/detay
BMW,3 Serisi,320d M Sport,Bmw 320d M Sport Ekran+Sunroof+Xenon,2012,158000,Beyaz,855000.0,23 Mayıs 2023,İstanbul,Ataşehir,/ilan/vasita-otomobil-bmw-bmw-320d-m-sport-ekran-plussunroof-plusxenon-1094513410/detay
BMW,3 Serisi,320d M Sport,HATASIZ DEĞİŞENSİZ BOYASIZ M SPORT,2011,242000,Gri,855000.0,18 Mayıs 2023,Osmaniye,Kadirli,/ilan/vasita-otomobil-bmw-hatasiz-degisensiz-boyasiz-m-sport-1100206968/detay
BMW,5 Serisi,520d M Sport,2007-LCİ-HATASIZ-B­OYASIZ-TRAMERSİZ-M SPORT-M5-KUSURSUZ KONDİSYON,2007,318000,Siyah,855000.0,19 Mayıs 2023,Ankara,Çankaya,/ilan/vasita-otomobil-bmw-2007-lci-hatasiz-boyasiz-tramersiz-m-sport-m5-kusursuz-kondisyon-1100290304/detay
BMW,3 Serisi,320d M Sport,MASRAFSIZ F30 - M SPORT,2013,238000,Beyaz,855000.0,16 Mayıs 2023,Antalya,Muratpaşa,/ilan/vasita-otomobil-bmw-masrafsiz-f30-m-sport-1084198792/detay
BMW,1 Serisi,116i Joy Edition,GIRTLAK DOLU SUNROF VAREX F20 DÖNÜŞÜM,2014,110000,Kırmızı,857000.0,23 Mayıs 2023,İstanbul,Bahçelievler,/ilan/vasita-otomobil-bmw-girtlak-dolu-sunrof-varex-f20-donusum-1101241563/detay
BMW,1 Serisi,116i Advantage,"TERTEMİZ, BAKIMLI",2012,116000,Beyaz,857000.0,20 Mayıs 2023,Samsun,Atakum,/ilan/vasita-otomobil-bmw-tertemiz-bakimli-1100457627/detay
BMW,1 Serisi,116i Joy Edition,HATSIZ BOYAZ .2013.1.16.İ LED+SUNROOF+.cruise control,2013,154000,Siyah,857500.0,21 Mayıs 2023,İstanbul,Sultangazi,/ilan/vasita-otomobil-bmw-hatsiz-boyaz-2013.1.16.i-led-plussunroof-plus.cruise-control-1100787381/detay
BMW,1 Serisi,116i Sport Line,SUNROOF/SPOR KOLTUK/M SPORT JANT NBT/LED FAR/GERİ GÖRÜŞ KAMERASI,2013,118000,Siyah,857900.0,25 Mayıs 2023,İstanbul,Beşiktaş,/ilan/vasita-otomobil-bmw-sunroof-spor-koltuk-m-sport-jant-nbt-led-far-geri-gorus-kamerasi-1101725363/detay
BMW,3 Serisi,320d M Sport,DEĞİŞENSİZ HATASIZ,2010,294000,Beyaz,865000.0,23 Mayıs 2023,Ankara,Çankaya,/ilan/vasita-otomobil-bmw-degisensiz-hatasiz-1101215651/detay
BMW,5 Serisi,520d M Sport,HATASIZ BOYASIZ,2008,380000,Siyah,865000.0,18 Mayıs 2023,Sivas,Merkez,/ilan/vasita-otomobil-bmw-hatasiz-boyasiz-1100165847/detay
BMW,3 Serisi,320i,ORJİNAL HATASIZ BOYASIZ,2009,236000,Beyaz,865000.0,22 Mayıs 2023,İstanbul,Beylikdüzü,/ilan/vasita-otomobil-bmw-orjinal-hatasiz-boyasiz-1100912046/detay
BMW,5 Serisi,520d Comfort,Oynanmamış Aile aracı,2010,261000,Beyaz,870000.0,22 Mayıs 2023,İstanbul,Bahçelievler,/ilan/vasita-otomobil-bmw-oynanmamis-aile-araci-1100999084/detay
BMW,3 Serisi,316i Techno Plus,Sahibinden satılık 316i BMW,2013,219000,Beyaz,875000.0,24 Mayıs 2023,Adana,Sarıçam,/ilan/vasita-otomobil-bmw-sahibinden-satilik-316i-bmw-1101375569/detay
BMW,1 Serisi,116i Joy Edition,2014 BMW 116İ JOY EDİTİON İÇ DIŞ KOMPLE M EMSALSİZ..,2014,155000,Siyah,875000.0,22 Mayıs 2023,İstanbul,Üsküdar,/ilan/vasita-otomobil-bmw-2014-bmw-116i-joy-edition-ic-dis-komple-m-emsalsiz-1100888013/detay
BMW,1 Serisi,116i Sport Line,Makine Mühendisinden Boyasız Hasar Kayıtsız,2012,155000,Kırmızı,875000.0,19 Mayıs 2023,Ankara,Çankaya,/ilan/vasita-otomobil-bmw-makine-muhendisinden-boyasiz-hasar-kayitsiz-1074352187/detay
BMW,5 Serisi,520d Premium,HATASIZ- BOYASIZ-KAYITSIZ SAPPHİRE BLACK ÖZEL SERİ,2008,279000,Siyah,879000.0,24 Mayıs 2023,Ankara,Elmadağ,/ilan/vasita-otomobil-bmw-hatasiz-boyasiz-kayitsiz-sapphire-black-ozel-seri-1100235819/detay
BMW,3 Serisi,316i Standart,HATASIZ BOYASIZ DEĞİŞENSİZ ORJİNAL NBT 2013 160 BİNDE 136 Bg,2013,160000,Siyah,879000.0,20 Mayıs 2023,İstanbul,Bahçelievler,/ilan/vasita-otomobil-bmw-hatasiz-boyasiz-degisensiz-orjinal-nbt-2013-160-binde-136-bg-1100619077/detay
BMW,3 Serisi,320d M Sport,HATASIZ İÇİ TABA EKRAN+CİC LCİ MSPORT,2012,237000,Beyaz,880000.0,21 Mayıs 2023,Bursa,Osmangazi,/ilan/vasita-otomobil-bmw-hatasiz-ici-taba-ekran-pluscic-lci-msport-1096215804/detay
BMW,1 Serisi,116d One Edition,"Boyasız 1,16 D Sunrooflu one edition",2015,125000,Beyaz,880000.0,19 Mayıs 2023,Konya,Ereğli,"/ilan/vasita-otomobil-bmw-boyasiz-1,16-d-sunrooflu-one-edition-1100355362/detay"
BMW,5 Serisi,520d Premium,sahibinden satılık hatasız boyasız tramersiz,2009,310000,Beyaz,885000.0,25 Mayıs 2023,Osmaniye,Merkez,/ilan/vasita-otomobil-bmw-sahibinden-satilik-hatasiz-boyasiz-tramersiz-1094777355/detay
BMW,3 Serisi,320d Comfort,YENİ KASA F30 SAHİBİNDEN,2012,235000,Siyah,885000.0,24 Mayıs 2023,Balıkesir,Edremit,/ilan/vasita-otomobil-bmw-yeni-kasa-f30-sahibinden-1101391050/detay
BMW,1 Serisi,116i Comfort,HATASIZ DEĞİŞENSİZ BAKIMLI IŞIK PAKET JOYSTİCK 8 İLERİ 99.000KM,2014,99000,Beyaz,885000.0,23 Mayıs 2023,Afyonkarahisar,Merkez,/ilan/vasita-otomobil-bmw-hatasiz-degisensiz-bakimli-isik-paket-joystick-8-ileri-99.000km-1101193957/detay
BMW,1 Serisi,116i Sport Line,KUSURSUZ TEMİZLİKTE 1.16i SPORTLİNE ( M DİREKSİYON),2013,164000,Siyah,885000.0,22 Mayıs 2023,Antalya,Manavgat,/ilan/vasita-otomobil-bmw-kusursuz-temizlikte-1.16i-sportline-m-direksiyon-1043869629/detay
BMW,3 Serisi,320i ED M Plus,EN İYİSİ EN UYGUNU F30 M PLUS SIFIR MUAYENE,2013,220000,Beyaz,888000.0,21 Mayıs 2023,Malatya,Yeşilyurt,/ilan/vasita-otomobil-bmw-en-iyisi-en-uygunu-f30-m-plus-sifir-muayene-1100717505/detay
BMW,1 Serisi,118i One Edition,İLK SAHİBİNDEN BORUSAN BAKIMLI 2015 1.18i ONE EDİTİON 136HP!,2015,115000,Beyaz,888000.0,19 Mayıs 2023,Bursa,Nilüfer,/ilan/vasita-otomobil-bmw-ilk-sahibinden-borusan-bakimli-2015-1.18i-one-edition-136hp-1100341065/detay
BMW,3 Serisi,320d Standart,SAHİBİNDEN SATILIK 2013,2013,282000,Beyaz,890000.0,24 Mayıs 2023,Şırnak,Cizre,/ilan/vasita-otomobil-bmw-sahibinden-satilik-2013-1100444865/detay
BMW,3 Serisi,316i Technology,Hatasız boyasız özel parlak siyah f30,2012,203000,Siyah,890000.0,23 Mayıs 2023,Adana,Sarıçam,/ilan/vasita-otomobil-bmw-hatasiz-boyasiz-ozel-parlak-siyah-f30-1101194262/detay
